,alpha,type,mesh_size,order
157,3.3579280366962223,ehdg,0.125,1
158,3.3947777354261643,ehdg,0.125,1
159,6.972638433551043,ehdg,0.125,1
160,3.28151102455694,ehdg,0.125,1
161,7.6298754959550905,ehdg,0.125,1
162,8.526783769433528,ehdg,0.125,1
163,8.803930402613103,ehdg,0.125,1
164,7.09506194342578,ehdg,0.125,1
165,6.862981678319627,ehdg,0.125,1
166,6.654985709508212,ehdg,0.125,1
167,8.159810340710457,ehdg,0.125,1
168,8.759415740460742,ehdg,0.125,1
169,7.1937615815752745,ehdg,0.125,1
170,15.72993782919782,ehdg,0.125,1
171,7.899718645674464,ehdg,0.125,1
172,8.048416554719655,ehdg,0.125,1
173,7.3800056919735715,ehdg,0.125,1
174,13.518899673440064,ehdg,0.125,1
175,83.19780963623417,ehdg,0.125,1
176,7.351512901013763,ehdg,0.125,1
177,8.771014682714533,ehdg,0.125,1
178,7.909751119697539,ehdg,0.125,1
179,8.965248986977933,ehdg,0.125,1
180,4.000000000000001,ehdg,0.0625,1
181,3.272626517093393,ehdg,0.0625,1
182,3.0313313134523874,ehdg,0.0625,1
183,3.2320995148528096,ehdg,0.0625,1
184,3.070405598724346,ehdg,0.0625,1
185,3.0931979816812865,ehdg,0.0625,1
186,3.0819900559002527,ehdg,0.0625,1
187,3.0837837140855564,ehdg,0.0625,1
188,3.0601489251648655,ehdg,0.0625,1
189,3.072746292628152,ehdg,0.0625,1
190,3.039771870863068,ehdg,0.0625,1
191,3.0470655525471018,ehdg,0.0625,1
192,7.286756325032144,ehdg,0.0625,1
193,7.047042768673903,ehdg,0.0625,1
194,7.354829700188792,ehdg,0.0625,1
195,24.444690228373652,ehdg,0.0625,1
196,3.0447592973612996,ehdg,0.0625,1
197,7.0397240049698535,ehdg,0.0625,1
198,3.0611957804218415,ehdg,0.0625,1
199,3.0402308572992274,ehdg,0.0625,1
200,3.0907824971047364,ehdg,0.0625,1
201,3.0685927132504793,ehdg,0.0625,1
202,3.127946928326044,ehdg,0.0625,1
203,3.1129762150573552,ehdg,0.0625,1
204,3.210115415689574,ehdg,0.0625,1
205,3.2552060528147027,ehdg,0.0625,1
206,3.359986101898786,ehdg,0.0625,1
207,3.442861536963959,ehdg,0.0625,1
208,3.5459495355502555,ehdg,0.0625,1
209,3.426327172157512,ehdg,0.0625,1
210,3.582396654571495,ehdg,0.0625,1
211,3.439405046054826,ehdg,0.0625,1
212,3.4350685310836506,ehdg,0.0625,1
213,3.3217381583774,ehdg,0.0625,1
214,3.510005934491865,ehdg,0.0625,1
215,3.2773915899397283,ehdg,0.0625,1
216,3.3587676660902757,ehdg,0.0625,1
217,3.2653585954573234,ehdg,0.0625,1
218,3.268534276829766,ehdg,0.0625,1
219,3.2700452529904944,ehdg,0.0625,1
220,3.2570513183535525,ehdg,0.0625,1
221,3.2589912690186464,ehdg,0.0625,1
222,3.264582493851136,ehdg,0.0625,1
223,3.2526274602270444,ehdg,0.0625,1
224,3.2581278720644598,ehdg,0.0625,1
225,3.2359972070384035,ehdg,0.0625,1
226,3.2484161520610195,ehdg,0.0625,1
227,3.2327345471092332,ehdg,0.0625,1
228,3.23448209543312,ehdg,0.0625,1
229,3.224228097173751,ehdg,0.0625,1
230,3.2344024308341535,ehdg,0.0625,1
231,3.238319373636723,ehdg,0.0625,1
232,3.2444793267059695,ehdg,0.0625,1
233,3.2557653682889742,ehdg,0.0625,1
234,3.275570514370734,ehdg,0.0625,1
235,3.2843801386826894,ehdg,0.0625,1
236,3.2732464860093358,ehdg,0.0625,1
237,3.3176200214406437,ehdg,0.0625,1
238,3.239418027786065,ehdg,0.0625,1
239,4.000000000000001,ehdg,0.0625,1
240,3.208217282413105,ehdg,0.0625,1
241,3.100637007210903,ehdg,0.0625,1
242,3.3461356597684055,ehdg,0.0625,1
243,3.139537726303982,ehdg,0.0625,1
244,3.123029583791933,ehdg,0.0625,1
245,3.0474482692362113,ehdg,0.0625,1
246,3.143332879883738,ehdg,0.0625,1
247,3.021338334540305,ehdg,0.0625,1
248,3.0641358830005667,ehdg,0.0625,1
249,3.018320882970136,ehdg,0.0625,1
250,3.02520164889894,ehdg,0.0625,1
251,3.013013402690249,ehdg,0.0625,1
252,3.0053004385841424,ehdg,0.0625,1
253,3.0204102099114114,ehdg,0.0625,1
254,3.010711074421814,ehdg,0.0625,1
255,3.035536282971685,ehdg,0.0625,1
256,3.0297134748448373,ehdg,0.0625,1
257,3.0478241418258287,ehdg,0.0625,1
258,3.043591014123598,ehdg,0.0625,1
259,3.072538858850545,ehdg,0.0625,1
260,3.0644380102079265,ehdg,0.0625,1
261,3.107336966781383,ehdg,0.0625,1
262,3.103575426691166,ehdg,0.0625,1
263,3.1951707980654764,ehdg,0.0625,1
264,3.2337307564329505,ehdg,0.0625,1
265,3.3553483412269496,ehdg,0.0625,1
266,3.4301914110923644,ehdg,0.0625,1
267,3.541021545450358,ehdg,0.0625,1
268,3.4197002547064814,ehdg,0.0625,1
269,3.5781445485960313,ehdg,0.0625,1
270,3.4366911063746794,ehdg,0.0625,1
271,3.427366739051736,ehdg,0.0625,1
272,3.3172165194538827,ehdg,0.0625,1
273,3.492833674195978,ehdg,0.0625,1
274,3.271571294023671,ehdg,0.0625,1
275,3.3442204736817764,ehdg,0.0625,1
276,3.261613398538003,ehdg,0.0625,1
277,3.2671721064952646,ehdg,0.0625,1
278,3.2672519225156877,ehdg,0.0625,1
279,3.2639617975846935,ehdg,0.0625,1
280,3.250397808467953,ehdg,0.0625,1
281,3.2680526691597347,ehdg,0.0625,1
282,8.175459622468345,ehdg,0.0625,1
283,6.745416507638274,ehdg,0.0625,1
284,6.72064009220914,ehdg,0.0625,1
285,22.710227225842452,ehdg,0.0625,1
286,3.20653312870351,ehdg,0.0625,1
287,7.2377115633961235,ehdg,0.0625,1
288,3.1818285110659685,ehdg,0.0625,1
289,3.198237533193684,ehdg,0.0625,1
290,3.185655388262378,ehdg,0.0625,1
291,3.1894574241463016,ehdg,0.0625,1
292,3.2579735101947187,ehdg,0.0625,1
293,3.2505147694927654,ehdg,0.0625,1
294,3.7802889172214336,ehdg,0.0625,1
295,3.472238239302873,ehdg,0.0625,1
296,4.220189160512258,ehdg,0.0625,1
297,3.4449265619369904,ehdg,0.0625,1
298,3.6213306350686363,ehdg,0.0625,1
299,3.9403633065488632,ehdg,0.0625,1
300,3.276470176694091,ehdg,0.0625,1
301,3.158094151714065,ehdg,0.0625,1
302,3.120323373184115,ehdg,0.0625,1
303,3.124275954880523,ehdg,0.0625,1
304,3.068971280422621,ehdg,0.0625,1
305,3.0375526421766788,ehdg,0.0625,1
306,3.0598255503574476,ehdg,0.0625,1
307,7.076050465072372,ehdg,0.0625,1
308,7.028610392922909,ehdg,0.0625,1
309,24.12274243819522,ehdg,0.0625,1
310,7.316632317509063,ehdg,0.0625,1
311,7.122501805037018,ehdg,0.0625,1
312,7.281246300864982,ehdg,0.0625,1
313,3.055456990195524,ehdg,0.0625,1
314,7.042716342121132,ehdg,0.0625,1
315,3.0761137811957866,ehdg,0.0625,1
316,3.059466279108324,ehdg,0.0625,1
317,3.1127234637840595,ehdg,0.0625,1
318,3.0751675388983815,ehdg,0.0625,1
319,3.21473766509654,ehdg,0.0625,1
320,3.103880514621439,ehdg,0.0625,1
321,3.2620290005517787,ehdg,0.0625,1
322,3.352092087376216,ehdg,0.0625,1
323,3.2801013807236243,ehdg,0.0625,1
324,3.68672028038948,ehdg,0.0625,1
325,3.376921623435335,ehdg,0.0625,1
326,3.2605888443400395,ehdg,0.0625,1
327,3.287334047003569,ehdg,0.0625,1
328,3.6785343880646986,ehdg,0.0625,1
329,3.352332435995191,ehdg,0.0625,1
330,3.241011574061522,ehdg,0.0625,1
331,3.202871990821374,ehdg,0.0625,1
332,3.2605141343894357,ehdg,0.0625,1
333,3.232536155613006,ehdg,0.0625,1
334,3.2546887346935733,ehdg,0.0625,1
335,3.2561187059126944,ehdg,0.0625,1
336,3.248123689496584,ehdg,0.0625,1
337,3.258954653016278,ehdg,0.0625,1
338,3.2257031797105817,ehdg,0.0625,1
339,3.2420969625466776,ehdg,0.0625,1
340,3.218479230210268,ehdg,0.0625,1
341,3.2233774277479994,ehdg,0.0625,1
342,3.2035475663295063,ehdg,0.0625,1
343,3.20961645853101,ehdg,0.0625,1
344,3.2178065563556184,ehdg,0.0625,1
345,3.216805889048115,ehdg,0.0625,1
346,3.2321610928061744,ehdg,0.0625,1
347,3.254253770017455,ehdg,0.0625,1
348,3.2690060618029944,ehdg,0.0625,1
349,3.3026796039299167,ehdg,0.0625,1
350,3.1713637821860767,ehdg,0.0625,1
351,3.215750942944019,ehdg,0.0625,1
352,3.124213243518504,ehdg,0.0625,1
353,3.0909612074502517,ehdg,0.0625,1
354,3.405528653210545,ehdg,0.0625,1
355,3.3543234275731617,ehdg,0.0625,1
356,3.3914553958868736,ehdg,0.0625,1
357,3.071522747233377,ehdg,0.0625,1
358,3.1278404944758544,ehdg,0.0625,1
359,3.0432062824850465,ehdg,0.0625,1
360,3.03654955265565,ehdg,0.0625,1
361,3.001833793714489,ehdg,0.0625,1
362,3.0250060052243892,ehdg,0.0625,1
363,3.0183561333809408,ehdg,0.0625,1
364,3.012411507438579,ehdg,0.0625,1
365,3.0392740771568136,ehdg,0.0625,1
366,3.0340094668428828,ehdg,0.0625,1
367,3.045610693567055,ehdg,0.0625,1
368,3.044576550350237,ehdg,0.0625,1
369,3.067255774919697,ehdg,0.0625,1
370,3.0689413750074523,ehdg,0.0625,1
371,3.089412425523594,ehdg,0.0625,1
372,3.064113850436885,ehdg,0.0625,1
373,3.1896921226569006,ehdg,0.0625,1
374,3.1028211210843004,ehdg,0.0625,1
375,3.2471579716318817,ehdg,0.0625,1
376,3.316620585994408,ehdg,0.0625,1
377,3.279339203250913,ehdg,0.0625,1
378,3.6905622730125436,ehdg,0.0625,1
379,3.376018682627402,ehdg,0.0625,1
380,3.2378932327371865,ehdg,0.0625,1
381,3.270159453199212,ehdg,0.0625,1
382,3.6509176474213136,ehdg,0.0625,1
383,3.3255377913275757,ehdg,0.0625,1
384,3.2363558399354253,ehdg,0.0625,1
385,3.2020392294518425,ehdg,0.0625,1
386,3.2636355303506983,ehdg,0.0625,1
387,3.2497370545418747,ehdg,0.0625,1
388,3.2484632065372363,ehdg,0.0625,1
389,3.269319302597838,ehdg,0.0625,1
390,7.4439440966134685,ehdg,0.0625,1
391,6.837793986881884,ehdg,0.0625,1
392,7.6465914761989335,ehdg,0.0625,1
393,6.9051654861319856,ehdg,0.0625,1
394,6.847028770593951,ehdg,0.0625,1
395,7.52399063726298,ehdg,0.0625,1
396,3.1627206929663414,ehdg,0.0625,1
397,3.185383068222228,ehdg,0.0625,1
398,3.1419896148286983,ehdg,0.0625,1
399,3.155985584602031,ehdg,0.0625,1
400,3.1446050633016176,ehdg,0.0625,1
401,3.118601432122659,ehdg,0.0625,1
402,3.3840281789160223,ehdg,0.0625,1
403,3.1473648902115654,ehdg,0.0625,1
404,3.1306060383155967,ehdg,0.0625,1
405,3.0972224386004514,ehdg,0.0625,1
406,3.105780329120386,ehdg,0.0625,1
407,3.0891363651100283,ehdg,0.0625,1
408,3.140166867551452,ehdg,0.0625,1
409,3.255850996936588,ehdg,0.0625,1
410,7.033458328765691,ehdg,0.0625,1
411,3.0370015211482735,ehdg,0.0625,1
412,3.028134360271969,ehdg,0.0625,1
413,7.494319607951718,ehdg,0.0625,1
414,7.114784222249524,ehdg,0.0625,1
415,7.036999546458059,ehdg,0.0625,1
416,3.103581805836333,ehdg,0.0625,1
417,3.107666567026643,ehdg,0.0625,1
418,3.1224948629360756,ehdg,0.0625,1
419,3.1161018722552365,ehdg,0.0625,1
420,3.138359516298962,ehdg,0.0625,1
421,3.0459239977702635,ehdg,0.0625,1
422,3.3552970004996077,ehdg,0.0625,1
423,3.0741783913469964,ehdg,0.0625,1
424,3.1282003004962746,ehdg,0.0625,1
425,3.226601814063466,ehdg,0.0625,1
426,3.222465893189577,ehdg,0.0625,1
427,3.213541139256551,ehdg,0.0625,1
428,3.184736592115991,ehdg,0.0625,1
429,3.174629341204369,ehdg,0.0625,1
430,3.2077473028383063,ehdg,0.0625,1
431,3.2375491756757313,ehdg,0.0625,1
432,3.1776962556461976,ehdg,0.0625,1
433,3.205825649097105,ehdg,0.0625,1
434,3.154336322521325,ehdg,0.0625,1
435,3.1750573106311837,ehdg,0.0625,1
436,3.130222742292882,ehdg,0.0625,1
437,3.137727382210702,ehdg,0.0625,1
438,3.1346434268466323,ehdg,0.0625,1
439,3.1186436133981794,ehdg,0.0625,1
440,3.1482756387512723,ehdg,0.0625,1
441,3.1319814017401093,ehdg,0.0625,1
442,3.180114943750795,ehdg,0.0625,1
443,3.2321452980184335,ehdg,0.0625,1
444,3.4365237038988687,ehdg,0.0625,1
445,3.103909160059377,ehdg,0.0625,1
446,3.1665644933428254,ehdg,0.0625,1
447,3.020358793145586,ehdg,0.0625,1
448,3.2257818794998343,ehdg,0.0625,1
449,3.1240076409237036,ehdg,0.0625,1
450,7.256646701914177,ehdg,0.0625,1
451,7.079844238894232,ehdg,0.0625,1
452,23.653372651744114,ehdg,0.0625,1
453,3.1670987159748214,ehdg,0.0625,1
454,3.2394125286962656,ehdg,0.0625,1
455,3.012249489848639,ehdg,0.0625,1
456,3.0861252145506235,ehdg,0.0625,1
457,3.0427151889596393,ehdg,0.0625,1
458,3.0305139322121173,ehdg,0.0625,1
459,3.073778806914716,ehdg,0.0625,1
460,3.059108745128092,ehdg,0.0625,1
461,3.080460292655344,ehdg,0.0625,1
462,3.0764209656991013,ehdg,0.0625,1
463,3.1026687739838996,ehdg,0.0625,1
464,3.11579095612608,ehdg,0.0625,1
465,3.0904980379072144,ehdg,0.0625,1
466,3.1234020674191276,ehdg,0.0625,1
467,3.104895741754672,ehdg,0.0625,1
468,3.0591402166264543,ehdg,0.0625,1
469,3.330631270519326,ehdg,0.0625,1
470,3.1264914273639315,ehdg,0.0625,1
471,3.1475549400037455,ehdg,0.0625,1
472,3.222769366918626,ehdg,0.0625,1
473,3.1903991930399913,ehdg,0.0625,1
474,3.225703403060624,ehdg,0.0625,1
475,3.1750979118616973,ehdg,0.0625,1
476,3.1992594200727478,ehdg,0.0625,1
477,7.180175056226665,ehdg,0.0625,1
478,3.2002326647809936,ehdg,0.0625,1
479,9.80337568586856,ehdg,0.0625,1
480,6.917775393142675,ehdg,0.0625,1
481,6.9291727647292465,ehdg,0.0625,1
482,8.668268346217431,ehdg,0.0625,1
483,3.0828308126751858,ehdg,0.0625,1
484,7.14418318079135,ehdg,0.0625,1
485,3.061327346025909,ehdg,0.0625,1
486,3.0931003284741516,ehdg,0.0625,1
487,3.0157340965499704,ehdg,0.0625,1
488,3.085243187830055,ehdg,0.0625,1
489,3.187628337635466,ehdg,0.0625,1
490,3.1337616234891295,ehdg,0.0625,1
491,3.074414645886523,ehdg,0.0625,1
492,3.4066111225838798,ehdg,0.0625,1
493,3.071007893368502,ehdg,0.0625,1
494,3.2248476558674017,ehdg,0.0625,1
495,3.399378572071062,ehdg,0.0625,1
496,3.2255350045336337,ehdg,0.0625,1
497,3.248289089540327,ehdg,0.0625,1
498,3.375751646616358,ehdg,0.0625,1
499,3.183773121114405,ehdg,0.0625,1
500,3.092034515310926,ehdg,0.0625,1
501,3.1886672012966852,ehdg,0.0625,1
502,3.0848203687258566,ehdg,0.0625,1
503,3.196172691557834,ehdg,0.0625,1
504,3.2305406315656775,ehdg,0.0625,1
505,3.377631852749652,ehdg,0.0625,1
506,3.3196267464543796,ehdg,0.0625,1
507,3.131216724076218,ehdg,0.0625,1
508,7.241986491572436,ehdg,0.0625,1
509,7.072764656672145,ehdg,0.0625,1
510,3.1779122577907986,ehdg,0.0625,1
511,3.151008197418726,ehdg,0.0625,1
512,3.1788020959397767,ehdg,0.0625,1
513,3.3726453325812322,ehdg,0.0625,1
514,3.230377075985899,ehdg,0.0625,1
515,3.25179447240693,ehdg,0.0625,1
516,3.276442251272025,ehdg,0.0625,1
517,3.1876317576725945,ehdg,0.0625,1
518,3.240477074866707,ehdg,0.0625,1
519,3.214453314934715,ehdg,0.0625,1
520,3.2844475758089224,ehdg,0.0625,1
521,3.2271189957643265,ehdg,0.0625,1
522,3.1376621870305446,ehdg,0.0625,1
523,3.172057529819949,ehdg,0.0625,1
524,3.122104459858005,ehdg,0.0625,1
525,3.1260358957823438,ehdg,0.0625,1
526,3.0890512320692536,ehdg,0.0625,1
527,3.1039729140905075,ehdg,0.0625,1
528,3.118282588506375,ehdg,0.0625,1
529,3.028408435341768,ehdg,0.0625,1
530,3.192591123074336,ehdg,0.0625,1
531,3.0912451209873,ehdg,0.0625,1
532,3.1805465137413687,ehdg,0.0625,1
533,3.2314740547985004,ehdg,0.0625,1
534,3.0651253926151765,ehdg,0.0625,1
535,3.112920063790403,ehdg,0.0625,1
536,3.0863695660163613,ehdg,0.0625,1
537,3.1971977279218815,ehdg,0.0625,1
538,3.0895376095189166,ehdg,0.0625,1
539,3.0564283086055335,ehdg,0.0625,1
540,3.08850025480551,ehdg,0.0625,1
541,3.305760298239596,ehdg,0.0625,1
542,3.0426130604090713,ehdg,0.0625,1
543,3.088162697800735,ehdg,0.0625,1
544,3.075844759449596,ehdg,0.0625,1
545,3.118168135950504,ehdg,0.0625,1
546,3.107289738923874,ehdg,0.0625,1
547,3.128533396423252,ehdg,0.0625,1
548,3.15159339092467,ehdg,0.0625,1
549,3.158733066991073,ehdg,0.0625,1
550,3.2528102218793697,ehdg,0.0625,1
551,3.119468711520069,ehdg,0.0625,1
552,7.509777072906466,ehdg,0.0625,1
553,3.2194973724218263,ehdg,0.0625,1
554,3.300671086420391,ehdg,0.0625,1
555,3.190596483493442,ehdg,0.0625,1
556,3.316785981369085,ehdg,0.0625,1
557,3.152394556543104,ehdg,0.0625,1
558,3.236760236153035,ehdg,0.0625,1
559,6.966141228087466,ehdg,0.0625,1
560,7.344296808279552,ehdg,0.0625,1
561,9.309246654890012,ehdg,0.0625,1
562,7.01079158995325,ehdg,0.0625,1
563,7.2345517885649775,ehdg,0.0625,1
564,3.063930773543868,ehdg,0.0625,1
565,3.0887261207493597,ehdg,0.0625,1
566,3.1442190668935015,ehdg,0.0625,1
567,3.132191136535882,ehdg,0.0625,1
568,3.1675927207555925,ehdg,0.0625,1
569,3.227508338507751,ehdg,0.0625,1
570,3.156805345603327,ehdg,0.0625,1
571,3.0252298012162746,ehdg,0.0625,1
572,7.034841814478559,ehdg,0.0625,1
573,7.083056062402191,ehdg,0.0625,1
574,3.029012238526709,ehdg,0.0625,1
575,3.061122362049366,ehdg,0.0625,1
576,3.4260902196533722,ehdg,0.0625,1
577,3.3009272872033177,ehdg,0.0625,1
578,21.162796892793,ehdg,0.0625,1
579,7.311102989646699,ehdg,0.0625,1
580,7.335087944153951,ehdg,0.0625,1
581,3.130094180189931,ehdg,0.0625,1
582,3.182031682625918,ehdg,0.0625,1
583,3.465839782357911,ehdg,0.0625,1
584,3.161719102414093,ehdg,0.0625,1
585,3.234500590970619,ehdg,0.0625,1
586,3.0972577580575473,ehdg,0.0625,1
587,7.2424271392902755,ehdg,0.0625,1
588,12.856734514347476,ehdg,0.0625,1
589,3.0924434985923015,ehdg,0.0625,1
590,3.0835977371389025,ehdg,0.0625,1
591,3.100329236712571,ehdg,0.0625,1
592,3.0880607750193443,ehdg,0.0625,1
593,3.21168945492646,ehdg,0.0625,1
594,3.2762178319967776,ehdg,0.0625,1
595,3.230702290614826,ehdg,0.0625,1
596,3.144885784926586,ehdg,0.0625,1
597,3.13320628900224,ehdg,0.0625,1
598,3.09804466355781,ehdg,0.0625,1
599,3.1435702251658486,ehdg,0.0625,1
600,3.1525371819879573,ehdg,0.0625,1
601,7.151267618651945,ehdg,0.0625,1
602,7.666807586662684,ehdg,0.0625,1
603,3.037204599911731,ehdg,0.0625,1
604,7.072070655350068,ehdg,0.0625,1
605,3.1177247980480605,ehdg,0.0625,1
606,3.10883920892747,ehdg,0.0625,1
607,3.0485144804561712,ehdg,0.0625,1
608,3.058889403427165,ehdg,0.0625,1
609,3.130242957013465,ehdg,0.0625,1
610,3.099679893919437,ehdg,0.0625,1
611,3.073325088118529,ehdg,0.0625,1
612,3.4166070314433408,ehdg,0.0625,1
613,3.119994705752121,ehdg,0.0625,1
614,3.0568628290156,ehdg,0.0625,1
615,3.3802416157999775,ehdg,0.0625,1
616,3.3085756449497987,ehdg,0.0625,1
617,7.114324111855268,ehdg,0.0625,1
618,7.709720724237762,ehdg,0.0625,1
619,3.06227887002717,ehdg,0.0625,1
620,7.008948054103622,ehdg,0.0625,1
621,7.220625527656115,ehdg,0.0625,1
622,7.134748181222582,ehdg,0.0625,1
623,3.229246199795539,ehdg,0.0625,1
624,3.173309878773551,ehdg,0.0625,1
625,3.600162100204769,ehdg,0.0625,1
626,3.604169596993026,ehdg,0.0625,1
627,3.6462186268993464,ehdg,0.0625,1
628,3.159927319297952,ehdg,0.0625,1
629,3.1574441481733317,ehdg,0.0625,1
