,Order,Mesh Size,Error,Alpha,Bonus Int,Type
159,4,0.655128556859551,0.00023206838470694554,5,0,hdg
160,4,0.6250551925273973,0.00023206814838150447,5,0,hdg
161,4,0.5963623316594643,0.00023206815031912942,5,0,hdg
162,4,0.5689866029018297,0.0002320681520641263,5,0,hdg
163,4,0.5428675439323861,0.0002320681520641263,5,0,hdg
164,4,0.5179474679231212,0.00023206814838150447,5,0,hdg
165,4,0.4941713361323835,0.0002320681520641263,5,0,hdg
166,4,0.4714866363457394,0.0004762317625020847,5,0,hdg
167,4,0.4498432668969446,0.00020891852043984968,5,0,hdg
168,4,0.42919342601287785,0.00020905646118777045,5,0,hdg
169,4,0.40949150623804254,0.0002091925387041094,5,0,hdg
170,4,0.39069399370546176,0.00012882007858870063,5,0,hdg
171,4,0.37275937203149406,0.000138741261939634,5,0,hdg
172,4,0.3556480306223129,0.00013873421957384335,5,0,hdg
173,4,0.3393221771895329,0.0001287704578657221,5,0,hdg
174,4,0.3237457542817644,0.0001295243488558261,5,0,hdg
175,4,0.3088843596477481,0.00012939437926317126,5,0,hdg
176,4,0.2947051702551811,0.0001377459149899081,5,0,hdg
177,4,0.28117686979742307,9.255507329042521e-05,5,0,hdg
178,4,0.2682695795279726,9.225498976595363e-05,5,0,hdg
179,4,0.2559547922699536,9.233566922495017e-05,5,0,hdg
180,4,0.24420530945486515,9.043459207872788e-05,5,0,hdg
181,4,0.23299518105153724,9.041188476118017e-05,5,0,hdg
182,4,0.2222996482526195,8.186362728063125e-05,5,0,hdg
183,4,0.2120950887920191,6.310592189393379e-05,5,0,hdg
184,4,0.20235896477251572,5.734149319552818e-05,5,0,hdg
185,4,0.19306977288832505,5.7662298173530454e-05,5,0,hdg
186,4,0.18420699693267165,5.745567120876324e-05,5,0,hdg
187,4,0.1757510624854792,4.255499895974864e-05,5,0,hdg
188,4,0.16768329368110083,4.081676204482311e-05,5,0,hdg
189,4,0.15998587196060585,4.098667322991044e-05,5,0,hdg
190,4,0.15264179671752337,3.254285839971631e-05,5,0,hdg
191,4,0.1456348477501244,3.233932453750828e-05,5,0,hdg
192,4,0.13894954943731377,3.024232121052792e-05,5,0,hdg
193,4,0.13257113655901093,2.482255073682853e-05,5,0,hdg
194,4,0.12648552168552965,2.1691948618486825e-05,5,0,hdg
195,4,0.1206792640639329,2.229092269496501e-05,5,0,hdg
196,4,0.11513953993264475,1.86177996413545e-05,5,0,hdg
197,4,0.10985411419875583,1.6393395205977756e-05,5,0,hdg
198,4,0.10481131341546858,1.2894463501606385e-05,5,0,hdg
199,4,0.1,1.272338350000383e-05,5,0,hdg
