,A
920,46.951964628976214
921,47.001587468287816
922,47.200264748024715
923,47.044051412403874
924,47.18936493377717
925,47.01238883505435
926,47.016684814913106
927,47.041689533848974
928,47.31552823285551
929,47.03855221605559
930,47.03467124651388
931,47.02383560706052
932,47.24004227935294
933,47.21977795253237
934,47.27578712638895
935,47.094916325793946
936,47.285586328025175
937,46.99211480286493
938,46.99833566408836
939,46.84747153471524
940,47.6376296316807
941,47.008081218605646
942,47.046619241547816
943,46.71142419370549
944,47.10191087718972
945,47.027119232989556
946,47.01246872128269
947,47.11695368328078
948,47.12129497888105
949,47.047421119434574
950,47.02517585228577
951,47.14238953545473
952,47.225429178109536
953,47.299689661265894
954,47.048313331049954
955,47.31185743225679
956,47.12173121211904
957,46.968462045914244
958,47.06043087494231
959,46.935160908016144
960,47.17856536457812
961,47.04801646097166
962,46.828195523768386
963,47.115942227255715
964,47.25647914843307
965,46.98333759702702
966,46.95656199419094
967,46.82733559795864
968,47.13512806878751
969,47.000017516508805
970,46.74205736338367
971,47.178071888018145
972,46.91679471901282
973,47.069249111869524
974,47.10799794428285
975,46.96160775608718
976,47.3939687886957
977,47.131197224989656
978,46.929072001330994
979,46.82119823856911
980,47.07653558150005
981,46.832835427380815
982,46.92466810944323
983,47.011198725585814
984,46.99072824507173
985,47.043729173043666
986,47.17294287222984
987,47.355433361906094
988,47.19376444703768
989,47.81838935495336
990,47.00612177718023
991,47.225877037649525
992,47.04908119806876
993,47.69443335095152
994,47.44899492902742
995,47.16868638528332
996,46.92616079909946
997,47.18305869490828
998,46.99776068188075
999,47.03285264522792
1000,46.922177898203735
1001,47.42220354363907
1002,47.03100928465358
1003,47.18721989418698
1004,47.32500182941084
1005,47.18097966515662
1006,46.907219966258396
1007,47.47931665430102
1008,46.84996909956503
1009,47.374996682462154
1010,47.10670672512751
1011,46.90472703558013
1012,47.12160314644196
1013,47.282416701890625
1014,46.737681388786626
1015,47.26974207185044
1016,47.34305360061469
1017,46.805867399653366
1018,1.4242231040156477e+17
1019,53.48992207014349
1020,1.4242231040156477e+17
1021,53.48992207014349
1022,54.754666005411615
1023,2042602802.2999537
1024,54.97775380395553
1025,52.967056499520424
1026,54.75466608714019
1027,54.97775382293434
1028,52.96705649919478
1029,2042602802.249188
1030,53.28194327615096
1031,2042602801.3868704
1032,2042602801.3954737
1033,53.41921169096599
1034,15531373.951306961
1035,52.967056499216355
1036,53.281943358819206
1037,2042602801.3970633
1038,2042602801.3752787
1039,53.419211803052086
1040,15548835.62835735
1041,52.967056499457385
1042,53.28194328294506
1043,2042602801.3869693
1044,2042602801.4343193
1045,53.41921174083188
1046,54.987220864210954
1047,54.72088407774759
1048,54.20174398529299
1049,26286186.821376428
1050,9946974.649482137
1051,1403953.6340747888
1052,39647675.81074853
1053,53.753416079198345
1054,53.30179424193443
1055,53.1877047713878
1056,53.30829863982396
1057,120735.29244593711
1058,53.22336347218954
1059,53.80580311468475
1060,53.39284899738458
1061,53.31142872772776
1062,53.30444154547034
1063,53.031602940142214
1064,188594.70005532214
1065,53.130398372383254
1066,93646.7069099399
1067,262498.95105444634
1068,4272.772913100844
1069,5706831.953878682
1070,53.09285640952922
1071,53.395951354424795
1072,53.58174247533796
1073,53.336809845878406
1074,53.38577478273905
1075,63399.10387865817
1076,52.66005895518494
1077,53.32059363446179
1078,53.35687965229285
1079,52.64209499795666
1080,53.48663149235156
1081,52.813916527147946
1082,53.30444201518072
1083,52.8867115290585
1084,155754.84693614542
1085,53.354604746555204
1086,210350.6896497298
1087,469961.01200411585
1088,5699.8456202441275
1089,5706831.95387678
1090,53.31748744959966
1091,53.078483550629414
1092,52.774671061355875
1093,52.84243491313712
1094,52.95022096858729
1095,53.553585386207445
1096,53.61172120592572
1097,45651.085697815535
1098,52.783482817319886
1099,53.77816567664332
1100,53.62727930641336
1101,52.89119371388976
1102,53.30444120493728
1103,53.44952269436013
1104,102091.21532219055
1105,53.40582097897352
1106,1180093.101688127
1107,453183.0173645909
1108,25289.40380755067
1109,5706831.953877659
1110,53.953170258444615
1111,53.580268085102276
1112,53.157329963695624
1113,53.335997890790665
1114,53.785342850481555
1115,53.3542910066354
1116,53.699716427794506
1117,21211.490173335635
1118,52.9875109035918
1119,53.652748126764436
1120,53.37506846354549
1121,53.36242281260577
1122,53.41845650164336
1123,55.1110760537334
1124,53.30462512514258
1125,53.15179415382546
1126,53.31574685800921
1127,53.15469013808564
1128,53.214731697395706
1129,53.153350345951075
1130,311111.7726823752
1131,129243.44892808005
1132,106464.82370214592
1133,2492.542148949682
1134,311111.77268242586
1135,53.2181083390428
1136,53.27639343041227
1137,53.09052023413334
1138,53.38437709180937
1139,53.738941556713996
1140,53.77313657904362
1141,4789.085728182003
1142,170845.40687129888
1143,53.38623062070228
1144,53.65249398654022
1145,53.7530781299433
1146,52.760741727495265
1147,163230.00630704933
1148,52.991104522269715
1149,54.37841499947884
1150,53.576895148983944
1151,52.839167088844206
1152,53.96353432118307
1153,53.02533567647715
1154,53.51851959491579
1155,54.081492966017755
1156,54.08111373854935
1157,53.99307624279356
1158,53.3157436805709
1159,53.112577719834995
1160,53.64446729275579
1161,53.47280176292662
1162,8390.920215655542
1163,53.349517026234174
1164,109905.01728405687
1165,79000.43799728403
1166,2885.668683767972
1167,39970.89436151493
1168,2589.4106218374836
1169,311111.77268242586
1170,53.59774294009803
1171,52.95158315833141
1172,53.09862170537949
1173,53.45503434129413
1174,53.07318040344857
1175,53.241183971545766
1176,53.28546103258886
1177,53.549803824801394
1178,53.13909935672303
1179,53.72089630642731
1180,53.336357894018995
1181,2879.4681061326796
1182,52.95458797404978
1183,54.03151030020385
1184,53.708710165272805
1185,53.40129277859173
1186,53.34390477246163
1187,53.84100519188769
1188,53.78523530864162
1189,53.1864180896725
1190,53.96539503581371
1191,53.82592971324973
1192,53.462432490186444
1193,53.04780715054584
1194,53.32253254764764
1195,53.193108297492984
1196,53.02836048449549
1197,53.291798665781535
1198,53.1796706853181
1199,53.1740912992821
1200,2536.602838953894
1201,53.31644428016146
1202,5892.607134783488
1203,22423.132730092133
1204,470.11185332291893
1205,36537.13057489427
1206,881.7932844360594
1207,19882.718619003565
1208,1153.3830326592783
1209,53678.86604401781
1210,53.386404579061534
1211,53.16457764108927
1212,52.97782032914923
1213,53.27822192828366
1214,52.936023093413105
1215,53.3774624627802
1216,53.76323494571776
1217,53.844269358768
1218,53.7327590712919
1219,53.822532349905956
1220,1153.002107808952
1221,53.37210119829456
1222,52.9060542536003
1223,53.63164997955422
1224,53.97351143262841
1225,52.83236254026858
1226,53.16337825076381
1227,53.41900516576975
1228,53.71815236713549
1229,53.886976720730715
1230,53.38438039847887
1231,52.91848206943783
1232,52.77633063168872
1233,54.66180554996019
1234,53.03309327043952
1235,53.81870235956263
1236,54.11641193129262
1237,53.35142728108004
1238,54.006432863075574
1239,53.62550298073783
1240,53.42870743991842
1241,53.98682425779469
1242,53.666096163188705
1243,53.69483979984933
1244,53.27837308644095
1245,53.32391035507372
1246,53.32254114988541
1247,53.0459783776224
1248,53.19431850006114
1249,53.32200268774105
1250,53.32236552701542
1251,53.311639989523115
1252,2461.4259225715987
1253,53.29985417463834
1254,6550.763115406764
1255,39985.22540733381
1256,681.8352681206873
1257,15044.854503460856
1258,1368.50598685888
1259,14381.967060308647
1260,630.9230206175093
1261,53678.86604401689
1262,53.44322270221841
1263,53.045545193554084
1264,53.10707759304354
1265,53.88885833703629
1266,53.412698338448756
1267,53.40745950518337
1268,53.276869790397825
1269,53.32723943874962
1270,53.397325457870686
1271,53.419190325812146
1272,53.17750481551191
1273,53.29504579911217
1274,53.0919178219353
1275,53.65752781934296
1276,962.1714700540488
1277,52.950586568674154
1278,53.42380439858502
1279,53.277981185548015
1280,53.33245082509185
1281,53.35618542351756
1282,53.27836608034212
1283,53.653779915413956
1284,53.7504752354247
1285,53.08167699761398
1286,53.59780610797782
1287,53.738913553916966
1288,53.631471918403584
1289,53.93578520915824
1290,53.54358662414828
1291,53.238350806868006
1292,53.696576123592436
1293,54.01572101504071
1294,53.168511732795466
1295,53.74742476531752
1296,53.37917199381502
1297,53.87971405041202
1298,53.359884048713
1299,53.87599191252902
1300,52.95276314829124
1301,53.36028065226313
1302,53.10434802123152
1303,53.449975218648206
1304,53.32711975672098
1305,53.06720548197299
1306,53.227479543967355
1307,53.31649727397871
1308,53.47770843742676
1309,53.325755238714606
1310,53.50373886966021
1311,53.39098486562111
1312,782.9277845169524
1313,53.30378182537676
1314,5833.714693889029
1315,3195.2081069311266
1316,338.501305380752
1317,3432.384213359642
1318,212.6710046347224
1319,6737.108762556653
1320,241.1361764147672
1321,6877.866617825216
1322,331.5950510254234
1323,16239.517910348455
1324,53.44115122857509
1325,53.390176536877036
1326,53.06078278789809
1327,53.63193126098295
1328,53.2964208248535
1329,53.554777237478824
1330,53.38356962089025
1331,53.370273341364694
1332,53.25912767340557
1333,53.31338802596403
1334,53.32378012133685
1335,53.324169029103274
1336,53.35847596014611
1337,53.38629668571643
1338,53.14762376171337
1339,53.273149187679664
1340,53.09083178426097
1341,53.64062040690013
1342,460.0884480990637
1343,52.94489810910235
1344,53.426188937032215
1345,53.14751951026797
1346,53.32833885847906
1347,53.23590846864188
1348,53.308238761532806
1349,53.292400159250796
1350,53.82379607747865
1351,53.448583723918446
1352,53.5244974508073
1353,54.285225315760584
1354,53.89292376802156
1355,53.90006671404863
1356,53.91956654208451
1357,53.71680663007829
1358,53.20514160077566
